title,platform,type,date_added,release_year,genres,minutes,seasons
Nowhere Man,Netflix,TV Show,2019-10-31,2019.0,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",,
Sleepless Society: Bedtime Wishes,Netflix,TV Show,2019-10-31,2019.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
"Bring It On, Ghost",Netflix,TV Show,2019-10-30,2016.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
Mehandi Circus,Netflix,Movie,2019-10-30,2019.0,"['Dramas', 'International Movies', 'Romantic Movies']",126,
Tomorrow with You,Netflix,TV Show,2019-10-30,2017.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
Tunnel,Netflix,TV Show,2019-10-30,2019.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
Arsenio Hall: Smart & Classy,Netflix,Movie,2019-10-29,2019.0,['Stand-Up Comedy'],63,
Shine On with Reese,Netflix,TV Show,2019-10-29,2018.0,"['Docuseries', 'Stand-Up Comedy & Talk Shows']",,
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,Netflix,Movie,2019-10-29,2019.0,"['Documentaries', 'International Movies']",14,
A 3 Minute Hug,Netflix,Movie,2019-10-28,2019.0,"['Documentaries', 'International Movies']",28,
Little Miss Sumo,Netflix,Movie,2019-10-28,2018.0,"['Documentaries', 'International Movies', 'Sports Movies']",20,
"Wait, My Youth",Netflix,TV Show,2019-10-27,2019.0,"['International TV Shows', 'Romantic TV Shows', 'Teen TV Shows']",,
A Little Thing Called First Love,Netflix,TV Show,2019-10-26,2019.0,"['International TV Shows', 'Romantic TV Shows', 'Teen TV Shows']",,
BoJack Horseman,Netflix,TV Show,2019-10-25,2020.0,['TV Comedies'],,6
Brotherhood,both,TV Show,2019-10-25,2019.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",97,
Consequences,Netflix,Movie,2019-10-25,2014.0,"['Dramas', 'International Movies', 'Thrillers']",106,
Dolemite Is My Name,Netflix,Movie,2019-10-25,2019.0,"['Comedies', 'Dramas']",118,
Drug Squad: Costa del Sol,Netflix,TV Show,2019-10-25,2019.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
It Takes a Lunatic,Netflix,Movie,2019-10-25,2019.0,['Documentaries'],127,
Monzón: A Knockout Blow,Netflix,TV Show,2019-10-25,2018.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
My Next Guest with David Letterman and Shah Rukh Khan,Netflix,Movie,2019-10-25,2019.0,['International Movies'],61,
Nailed It! France,Netflix,TV Show,2019-10-25,2019.0,"['International TV Shows', 'Reality TV']",,
Nailed It! Spain,Netflix,TV Show,2019-10-25,2019.0,"['International TV Shows', 'Reality TV', 'Spanish-Language TV Shows']",,
Rattlesnake,Netflix,Movie,2019-10-25,2019.0,"['Horror Movies', 'Independent Movies', 'Thrillers']",86,
The Awakening of Motti Wolkenbruch,Netflix,Movie,2019-10-25,2018.0,"['Comedies', 'Dramas', 'International Movies']",94,
The Untamed,both,TV Show,2019-10-25,2019.0,"['International TV Shows', 'TV Action & Adventure', 'TV Mysteries']",,
Daybreak,Netflix,TV Show,2019-10-24,2019.0,"['TV Action & Adventure', 'TV Comedies', 'TV Horror']",,
Echo in the Canyon,Netflix,Movie,2019-10-24,2019.0,"['Documentaries', 'Music & Musicals']",82,
Revenge of the Pontianak,Netflix,Movie,2019-10-24,2019.0,"['Horror Movies', 'International Movies']",92,
"Breakfast, Lunch & Dinner",Netflix,TV Show,2019-10-23,2019.0,['Docuseries'],,
Dancing with the Birds,Netflix,Movie,2019-10-23,2019.0,['Documentaries'],52,
Master Z: The Ip Man Legacy,Netflix,Movie,2019-10-23,2018.0,"['Action & Adventure', 'International Movies']",108,
Jenny Slate: Stage Fright,Netflix,Movie,2019-10-22,2019.0,"['Documentaries', 'Stand-Up Comedy']",67,
Free Fire,Netflix,Movie,2019-10-21,2016.0,"['Action & Adventure', 'Comedies', 'Independent Movies']",91,
Little Singham: Kaal Ki Tabaahi,Netflix,Movie,2019-10-19,2019.0,"['Children & Family Movies', 'Comedies']",66,
The Command,Netflix,Movie,2019-10-19,2018.0,"['Dramas', 'International Movies', 'Thrillers']",118,
10 Days in Sun City,Netflix,Movie,2019-10-18,2017.0,"['Comedies', 'International Movies', 'Romantic Movies']",87,
"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",Netflix,TV Show,2019-10-18,2019.0,"[""Kids' TV""]",,
ChuChuTV Bedtime Stories & Moral Stories for Kids (English),Netflix,Movie,2019-10-18,2019.0,['Children & Family Movies'],47,
ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),Netflix,Movie,2019-10-18,2019.0,['Children & Family Movies'],56,
ChuChuTV Surprise Eggs Learning Videos (English),Netflix,Movie,2019-10-18,2019.0,['Children & Family Movies'],61,
ChuChuTV Surprise Eggs Learning Videos (Hindi),Netflix,Movie,2019-10-18,2019.0,['Children & Family Movies'],34,
Eli,Netflix,Movie,2019-10-18,2019.0,['Horror Movies'],98,
In My Country,Netflix,Movie,2019-10-18,2018.0,"['Dramas', 'International Movies']",99,
Interior Design Masters,Netflix,TV Show,2019-10-18,2019.0,"['British TV Shows', 'International TV Shows', 'Reality TV']",,
Little Baby Bum: Nursery Rhyme Friends,Netflix,TV Show,2019-10-18,2019.0,"['British TV Shows', ""Kids' TV""]",,2
"Love, Surreal and Odd",Netflix,Movie,2019-10-18,2017.0,"['Comedies', 'International Movies', 'Romantic Movies']",95,
Mighty Little Bheem: Diwali,Netflix,TV Show,2019-10-18,2019.0,"[""Kids' TV"", 'TV Comedies']",,
MONKART,Netflix,TV Show,2019-10-18,2017.0,"[""Kids' TV"", 'Korean TV Shows']",,
Seventeen,Netflix,Movie,2019-10-18,2019.0,"['Comedies', 'Dramas', 'International Movies']",100,
Spirit Riding Free: Pony Tales,Netflix,TV Show,2019-10-18,2019.0,"[""Kids' TV""]",,2
Tatu,Netflix,Movie,2019-10-18,2017.0,"['Action & Adventure', 'Dramas', 'International Movies']",101,
Tell Me Who I Am,Netflix,Movie,2019-10-18,2019.0,['Documentaries'],86,
The Laundromat,Netflix,Movie,2019-10-18,2019.0,"['Comedies', 'Dramas']",96,
Toon,Netflix,TV Show,2019-10-18,2017.0,"['International TV Shows', 'TV Comedies']",,2
Up North,Netflix,Movie,2019-10-18,2018.0,"['Dramas', 'International Movies']",99,
Upstarts,Netflix,Movie,2019-10-18,2019.0,"['Comedies', 'Dramas', 'International Movies']",112,
Verses of Love 2,Netflix,Movie,2019-10-18,2017.0,"['Dramas', 'Faith & Spirituality', 'International Movies']",127,
Chosen,both,TV Show,2019-10-17,2019.0,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",105,2
THE UNLISTED,Netflix,TV Show,2019-10-17,2019.0,"[""Kids' TV"", 'TV Thrillers']",,
Another Miss Oh,Netflix,TV Show,2019-10-16,2016.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
Ghosts of Sugar Land,Netflix,Movie,2019-10-16,2019.0,['Documentaries'],22,
League of Legends Origins,Netflix,Movie,2019-10-16,2019.0,['Documentaries'],78,
Park Na-rae: Glamour Warning,Netflix,Movie,2019-10-16,2019.0,['Stand-Up Comedy'],63,
Second 20s,Netflix,TV Show,2019-10-16,2015.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
Sinister 2,Netflix,Movie,2019-10-16,2015.0,['Horror Movies'],97,
The Game Changers,Netflix,Movie,2019-10-16,2018.0,"['Documentaries', 'Sports Movies']",86,
Black Money Love,Netflix,TV Show,2019-10-15,2014.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
"Martin Matte: La vie, la mort...eh la la..!",Netflix,Movie,2019-10-14,2019.0,['Stand-Up Comedy'],62,
Street Flow,Netflix,Movie,2019-10-13,2019.0,"['Dramas', 'International Movies']",96,
The Lies Within,Netflix,TV Show,2019-10-13,2019.0,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']",,
Bygones Be Bygones,Netflix,Movie,2019-10-11,2017.0,"['Comedies', 'International Movies', 'Romantic Movies']",104,
El Camino: A Breaking Bad Movie,Netflix,Movie,2019-10-11,2019.0,"['Dramas', 'Thrillers']",123,
Fractured,Netflix,Movie,2019-10-11,2019.0,['Thrillers'],100,
Insatiable,Netflix,TV Show,2019-10-11,2019.0,"['TV Comedies', 'TV Dramas', 'Teen TV Shows']",,2
The Bling Lagosians,Netflix,Movie,2019-10-11,2019.0,"['Dramas', 'International Movies']",99,
The Forest of Love,Netflix,Movie,2019-10-11,2019.0,"['Dramas', 'International Movies', 'Thrillers']",151,
The Hook Up Plan,Netflix,TV Show,2019-10-11,2020.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,2
The Influence,Netflix,Movie,2019-10-11,2019.0,"['Horror Movies', 'International Movies']",102,
Beyblade Burst Turbo,Netflix,TV Show,2019-10-10,2018.0,"['Anime Series', ""Kids' TV""]",,
GEN HOSHINO STADIUM TOUR “POP VIRUS”,Netflix,Movie,2019-10-10,2019.0,"['International Movies', 'Music & Musicals']",154,
Ultramarine Magmell,Netflix,TV Show,2019-10-10,2019.0,"['Anime Series', 'International TV Shows']",,
After,Netflix,Movie,2019-10-09,2019.0,"['Dramas', 'Romantic Movies']",106,
Home Is Where the Killer Is,Netflix,Movie,2019-10-09,2019.0,"['Dramas', 'Thrillers']",87,
Rhythm + Flow,Netflix,TV Show,2019-10-09,2019.0,['Reality TV'],,
Deon Cole: Cole Hearted,Netflix,Movie,2019-10-08,2019.0,['Stand-Up Comedy'],70,
The Spooky Tale of Captain Underpants Hack-a-ween,Netflix,Movie,2019-10-08,2019.0,"['Children & Family Movies', 'Comedies']",46,
Love for Sale,Netflix,Movie,2019-10-06,2018.0,"['Dramas', 'International Movies', 'Romantic Movies']",101,
Legend Quest: Masters of Myth,Netflix,TV Show,2019-10-05,2019.0,"[""Kids' TV"", 'Spanish-Language TV Shows']",,
My Country: The New Age,Netflix,TV Show,2019-10-05,2019.0,"['International TV Shows', 'Korean TV Shows', 'TV Action & Adventure']",,
Noblemen,Netflix,Movie,2019-10-05,2019.0,"['Dramas', 'Independent Movies', 'International Movies']",109,
A Plastic Ocean,Netflix,Movie,2019-10-04,2016.0,['Documentaries'],100,
Brother in Love,Netflix,Movie,2019-10-04,2019.0,"['Comedies', 'International Movies', 'Romantic Movies']",110,
Creeped Out,Netflix,TV Show,2019-10-04,2019.0,"['British TV Shows', ""Kids' TV"", 'TV Thrillers']",,2
In the Tall Grass,Netflix,Movie,2019-10-04,2019.0,"['Horror Movies', 'Thrillers']",102,
Kids on the Block,Netflix,Movie,2019-10-04,2019.0,"['Children & Family Movies', 'Comedies']",102,
Peaky Blinders,Netflix,TV Show,2019-10-04,2019.0,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",,5
Raising Dion,Netflix,TV Show,2019-10-04,2019.0,"[""Kids' TV"", 'TV Action & Adventure', 'TV Dramas']",,
Rotten,Netflix,TV Show,2019-10-04,2019.0,"['Docuseries', 'Science & Nature TV']",,2
Super Monsters,Netflix,TV Show,2019-10-04,2019.0,"[""Kids' TV""]",,3
Super Monsters: Vida's First Halloween,Netflix,Movie,2019-10-04,2019.0,['Children & Family Movies'],24,
Seis Manos,Netflix,TV Show,2019-10-03,2019.0,"['Anime Series', 'Crime TV Shows']",,
Living Undocumented,Netflix,TV Show,2019-10-02,2019.0,['Docuseries'],,
Ready to Mingle,Netflix,Movie,2019-10-02,2019.0,"['Comedies', 'International Movies', 'Romantic Movies']",98,
Salam - The First ****** Nobel Laureate,Netflix,Movie,2019-10-02,2018.0,['Documentaries'],76,
Cheese in the Trap,Netflix,TV Show,2019-10-01,2016.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
Chicago Typewriter,Netflix,TV Show,2019-10-01,2017.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
College Romance,Netflix,TV Show,2019-10-01,2018.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Engineering Girls,Netflix,TV Show,2019-10-01,2018.0,"['International TV Shows', 'TV Comedies']",,
First Kiss,Netflix,Movie,2019-10-01,2018.0,"['Dramas', 'International Movies', 'Romantic Movies']",90,
Girls Hostel,Netflix,TV Show,2019-10-01,2018.0,"['International TV Shows', 'TV Comedies', 'TV Dramas']",,
Inmates,Netflix,TV Show,2019-10-01,2017.0,"['International TV Shows', 'TV Comedies']",,
Limitless,Netflix,Movie,2019-10-01,2017.0,"['Documentaries', 'International Movies', 'Sports Movies']",59,
Little Baby Bum: Go Buster,Netflix,Movie,2019-10-01,2019.0,['Children & Family Movies'],58,
Miniforce X,Netflix,TV Show,2019-10-01,2018.0,"[""Kids' TV"", 'Korean TV Shows']",,
Nikki Glaser: Bangin’,Netflix,Movie,2019-10-01,2019.0,['Stand-Up Comedy'],64,
Rugrats in Paris: The Movie,Netflix,Movie,2019-10-01,2000.0,"['Children & Family Movies', 'Comedies']",79,
The K2,Netflix,TV Show,2019-10-01,2016.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
The Liar and His Lover,Netflix,TV Show,2019-10-01,2017.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
The Rugrats Movie,Netflix,Movie,2019-10-01,1998.0,"['Children & Family Movies', 'Comedies']",81,
The Squid and the Whale,both,Movie,2019-10-01,2005.0,"['Comedies', 'Dramas', 'Independent Movies']",81,
Gotham,Netflix,TV Show,2019-09-30,2019.0,"['Crime TV Shows', 'TV Action & Adventure', 'TV Dramas']",,5
Mo Gilligan: Momentum,Netflix,Movie,2019-09-30,2019.0,['Stand-Up Comedy'],64,
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Netflix,Movie,2019-09-28,2019.0,"['Documentaries', 'International Movies']",45,
TUNA GIRL,Netflix,Movie,2019-09-28,2019.0,"['Dramas', 'International Movies']",90,
Bard of Blood,Netflix,TV Show,2019-09-27,2019.0,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']",,
Deliha 2,Netflix,Movie,2019-09-27,2018.0,"['Comedies', 'International Movies']",102,
El Marginal,Netflix,TV Show,2019-09-27,2019.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,3
In the Shadow of the Moon,Netflix,Movie,2019-09-27,2019.0,"['Dramas', 'Sci-Fi & Fantasy', 'Thrillers']",116,
Sturgill Simpson Presents Sound & Fury,Netflix,Movie,2019-09-27,2019.0,"['Anime Features', 'Music & Musicals', 'Sci-Fi & Fantasy']",42,
Malaal,Netflix,Movie,2019-09-26,2019.0,"['Dramas', 'International Movies', 'Romantic Movies']",133,
The Grandmaster,Netflix,Movie,2019-09-26,2013.0,"['Action & Adventure', 'Dramas', 'International Movies']",108,
The Inmate,Netflix,TV Show,2019-09-26,2018.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
Abstract: The Art of Design,Netflix,TV Show,2019-09-25,2019.0,['Docuseries'],,2
Birders,Netflix,Movie,2019-09-25,2019.0,"['Documentaries', 'International Movies']",38,
Glitch,both,TV Show,2019-09-25,2019.0,"['International TV Shows', 'TV Dramas', 'TV Horror']",92,3
Oh! Baby (Malayalam),Netflix,Movie,2019-09-25,2019.0,"['Comedies', 'International Movies', 'Music & Musicals']",146,
Oh! Baby (Tamil),Netflix,Movie,2019-09-25,2019.0,"['Comedies', 'International Movies', 'Music & Musicals']",146,
Inside Man: Most Wanted,Netflix,Movie,2019-09-24,2019.0,['Action & Adventure'],106,
Jeff Dunham: Beside Himself,Netflix,Movie,2019-09-24,2019.0,['Stand-Up Comedy'],58,
Manmadhudu 2,Netflix,Movie,2019-09-23,2019.0,"['Comedies', 'Dramas', 'International Movies']",152,
Under the Eiffel Tower,Netflix,Movie,2019-09-23,2018.0,"['Comedies', 'Independent Movies', 'International Movies']",87,
Do Paise Ki Dhoop Chaar Aane Ki Baarish,Netflix,Movie,2019-09-22,2009.0,"['Dramas', 'Independent Movies', 'International Movies']",121,
Vagabond,Netflix,TV Show,2019-09-21,2019.0,"['International TV Shows', 'Korean TV Shows', 'TV Action & Adventure']",,
Between Two Ferns: The Movie,Netflix,Movie,2019-09-20,2019.0,['Comedies'],83,
Criminal: France,Netflix,TV Show,2019-09-20,2019.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
Criminal: Germany,Netflix,TV Show,2019-09-20,2019.0,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",,
Criminal: Spain,Netflix,TV Show,2019-09-20,2019.0,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",,
Fastest Car,Netflix,TV Show,2019-09-20,2019.0,['Reality TV'],,2
Inside Bill's Brain: Decoding Bill Gates,Netflix,TV Show,2019-09-20,2019.0,"['Docuseries', 'Science & Nature TV']",,
The Hockey Girls,Netflix,TV Show,2019-09-20,2019.0,"['International TV Shows', 'TV Comedies', 'TV Dramas']",,
Travel Mates 2,Netflix,Movie,2019-09-20,2018.0,"['Comedies', 'International Movies']",111,
True: Tricky Treat Day,Netflix,Movie,2019-09-20,2019.0,['Children & Family Movies'],24,
Kabir Singh,Netflix,Movie,2019-09-19,2019.0,"['Dramas', 'International Movies', 'Romantic Movies']",171,
When the Camellia Blooms,Netflix,TV Show,2019-09-18,2019.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
Avengement,Netflix,Movie,2019-09-17,2019.0,['Action & Adventure'],88,
Sebastian Maniscalco: What's Wrong with People?,Netflix,Movie,2019-09-17,2012.0,['Stand-Up Comedy'],76,
Los Tigres del Norte at Folsom Prison,Netflix,Movie,2019-09-15,2019.0,"['Documentaries', 'International Movies', 'Music & Musicals']",64,
Steal a Pencil for Me,Netflix,Movie,2019-09-15,2006.0,['Documentaries'],94,
Surviving R. Kelly,Netflix,TV Show,2019-09-15,2019.0,"['Crime TV Shows', 'Docuseries']",,
Oh! Baby,Netflix,Movie,2019-09-14,2019.0,"['Comedies', 'International Movies', 'Music & Musicals']",157,
The Crystal Calls Making the Dark Crystal: Age of Resistance,Netflix,Movie,2019-09-14,2019.0,"['Documentaries', 'International Movies']",83,
"Hello, Privilege. It's Me, Chelsea",Netflix,Movie,2019-09-13,2019.0,['Documentaries'],65,
Kabaneri of the Iron Fortress: The Battle of Unato,Netflix,TV Show,2019-09-13,2019.0,"['Anime Series', 'International TV Shows', 'TV Horror']",,
Locked on You,Netflix,Movie,2019-09-13,2018.0,"['Comedies', 'International Movies']",105,
Marianne,Netflix,TV Show,2019-09-13,2019.0,"['International TV Shows', 'TV Dramas', 'TV Horror']",,
Shanghai Fortress,Netflix,Movie,2019-09-13,2019.0,"['Dramas', 'International Movies', 'Romantic Movies']",107,
Tall Girl,Netflix,Movie,2019-09-13,2019.0,"['Children & Family Movies', 'Comedies', 'Romantic Movies']",103,
Top Boy,Netflix,TV Show,2019-09-13,2019.0,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",,
Unbelievable,Netflix,TV Show,2019-09-13,2019.0,"['Crime TV Shows', 'TV Dramas']",,
The I-Land,Netflix,TV Show,2019-09-12,2019.0,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']",,
"The Mind, Explained",Netflix,TV Show,2019-09-12,2019.0,"['Docuseries', 'Science & Nature TV']",,
Bill Burr: Paper Tiger,Netflix,Movie,2019-09-10,2019.0,['Stand-Up Comedy'],67,
Evelyn,Netflix,Movie,2019-09-10,2019.0,"['Documentaries', 'International Movies']",96,
Article 15,Netflix,Movie,2019-09-06,2019.0,"['Dramas', 'International Movies', 'Thrillers']",125,
Care of Kancharapalem,Netflix,Movie,2019-09-06,2018.0,"['Comedies', 'Dramas', 'Independent Movies']",142,
Ee Nagaraniki Emaindi,Netflix,Movie,2019-09-06,2018.0,"['Comedies', 'Independent Movies', 'International Movies']",133,
Kill Me If You Dare,Netflix,Movie,2019-09-06,2019.0,"['Comedies', 'International Movies', 'Romantic Movies']",100,
The Spy,Netflix,TV Show,2019-09-06,2019.0,"['International TV Shows', 'TV Dramas', 'TV Thrillers']",,
American Factory: A Conversation with the Obamas,Netflix,Movie,2019-09-05,2019.0,['Documentaries'],10,
Saawan,Netflix,Movie,2019-09-04,2016.0,"['Dramas', 'Independent Movies', 'International Movies']",128,
Watchman,Netflix,Movie,2019-09-04,2019.0,"['Comedies', 'Dramas', 'International Movies']",93,
Elena,Netflix,Movie,2019-09-01,2012.0,"['Documentaries', 'International Movies']",81,
Loo Loo Kids: Johny & Friends Musical Adventures,Netflix,TV Show,2019-09-01,2016.0,"[""Kids' TV""]",,
Moving Art,Netflix,TV Show,2019-09-01,2018.0,"['Docuseries', 'Science & Nature TV']",,3
Naruto,Netflix,TV Show,2019-09-01,2006.0,"['Anime Series', 'International TV Shows']",,9
Olmo & the Seagull,Netflix,Movie,2019-09-01,2014.0,"['Dramas', 'Independent Movies', 'International Movies']",82,
Serial Killer with Piers Morgan,Netflix,TV Show,2019-09-01,2018.0,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",,
Spookley the Square Pumpkin,Netflix,Movie,2019-09-01,2004.0,['Children & Family Movies'],47,
Uncle Naji in UAE,Netflix,Movie,2019-09-01,2019.0,"['Comedies', 'International Movies']",95,
Luo Bao Bei,Netflix,TV Show,2019-08-31,2018.0,"['British TV Shows', ""Kids' TV""]",,
Back to School,Netflix,Movie,2019-08-30,2019.0,"['Comedies', 'International Movies']",84,
Feo pero sabroso,Netflix,Movie,2019-08-30,2018.0,"['Comedies', 'International Movies']",91,
