title,platform,type,date_added,release_year,genres,minutes,seasons
Divines,Netflix,Movie,2016-11-18,2016.0,"['Dramas', 'Independent Movies', 'International Movies']",107,
La Niña,Netflix,TV Show,2016-11-18,2016.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
Paranoid,Netflix,TV Show,2016-11-17,2016.0,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",,
Dieter Nuhr: Nuhr in Berlin,Netflix,Movie,2016-11-15,2016.0,['Stand-Up Comedy'],69,
Mumbai Cha Raja,Netflix,Movie,2016-11-15,2012.0,"['Dramas', 'Independent Movies', 'International Movies']",77,
True Memoirs of an International Assassin,Netflix,Movie,2016-11-11,2016.0,"['Action & Adventure', 'Comedies']",98,
Einsatzgruppen: The Nazi Death Squads,Netflix,TV Show,2016-11-10,2009.0,"['Docuseries', 'International TV Shows']",,
Kathleen Madigan: Bothering Jesus,Netflix,Movie,2016-11-10,2016.0,['Stand-Up Comedy'],71,
Case,Netflix,TV Show,2016-11-09,2015.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
Danger Mouse,Netflix,TV Show,2016-11-09,2016.0,"['British TV Shows', ""Kids' TV""]",,2
"Dana Carvey: Straight White Male, 60",Netflix,Movie,2016-11-04,2016.0,['Stand-Up Comedy'],64,
The Ivory Game,Netflix,Movie,2016-11-04,2016.0,['Documentaries'],112,
A Grand Night In: The Story of Aardman,Netflix,Movie,2016-11-01,2015.0,['Documentaries'],59,
Inborn Pair,Netflix,TV Show,2016-11-01,2011.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Just You,Netflix,TV Show,2016-11-01,2013.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Love Around,Netflix,TV Show,2016-11-01,2013.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Love Family,Netflix,TV Show,2016-11-01,2013.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Love Me or Leave Me,Netflix,TV Show,2016-11-01,2012.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Love Now,Netflix,TV Show,2016-11-01,2012.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Norman Lear: Just Another Version of You,Netflix,Movie,2016-11-01,2016.0,['Documentaries'],91,
Santa Pac's Merry Berry Day,Netflix,Movie,2016-11-01,2016.0,['Movies'],44,
Spanish Affair 2,Netflix,Movie,2016-11-01,2015.0,"['Comedies', 'International Movies', 'Romantic Movies']",107,
Pup Star,Netflix,Movie,2016-10-29,2016.0,"['Children & Family Movies', 'Comedies']",92,
I Am the Pretty Thing That Lives in the House,Netflix,Movie,2016-10-28,2016.0,"['Horror Movies', 'International Movies', 'Thrillers']",89,
Into the Inferno,Netflix,Movie,2016-10-28,2016.0,['Documentaries'],107,
The African Doctor,Netflix,Movie,2016-10-28,2016.0,"['Comedies', 'Dramas', 'International Movies']",94,
They Are Everywhere,Netflix,Movie,2016-10-28,2016.0,"['Comedies', 'International Movies']",110,
Trailer Park Boys: Out of the Park: Europe,Netflix,TV Show,2016-10-28,2016.0,"['International TV Shows', 'TV Comedies']",,
West Coast,Netflix,Movie,2016-10-28,2016.0,"['Comedies', 'Dramas', 'International Movies']",81,
7 años,Netflix,Movie,2016-10-27,2016.0,"['Dramas', 'International Movies']",77,
Containment,Netflix,TV Show,2016-10-21,2016.0,"['TV Dramas', 'TV Thrillers']",,
Joe Rogan: Triggered,Netflix,Movie,2016-10-21,2016.0,['Stand-Up Comedy'],64,
A Mighty Team,Netflix,Movie,2016-10-15,2016.0,"['Comedies', 'International Movies', 'Sports Movies']",97,
Berserk: The Golden Age Arc I - The Egg of the King,Netflix,Movie,2016-10-15,2012.0,"['Action & Adventure', 'Anime Features', 'International Movies']",77,
Bleach The Movie: Fade to Black,Netflix,Movie,2016-10-15,2008.0,"['Action & Adventure', 'Anime Features', 'Sci-Fi & Fantasy']",94,
Bleach the Movie: Hell Verse,Netflix,Movie,2016-10-15,2010.0,"['Action & Adventure', 'Anime Features', 'Sci-Fi & Fantasy']",94,
Blind Date,Netflix,Movie,2016-10-15,2015.0,"['Comedies', 'International Movies', 'Music & Musicals']",91,
DEATH NOTE,Netflix,TV Show,2016-10-15,2006.0,"['Anime Series', 'Crime TV Shows', 'International TV Shows']",,
Spotless,Netflix,TV Show,2016-10-15,2015.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
Vampire Knight,Netflix,TV Show,2016-10-15,2008.0,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",,2
Sky Ladder: The Art of Cai Guo-Qiang,Netflix,Movie,2016-10-14,2016.0,['Documentaries'],80,
Mascots,Netflix,Movie,2016-10-13,2016.0,['Comedies'],95,
Justin Timberlake + the Tennessee Kids,Netflix,Movie,2016-10-12,2016.0,['Music & Musicals'],90,
13TH,Netflix,Movie,2016-10-07,2016.0,['Documentaries'],101,
Russell Peters: Almost Famous,Netflix,Movie,2016-10-07,2016.0,['Stand-Up Comedy'],73,
StoryBots Super Songs,Netflix,TV Show,2016-10-07,2016.0,"[""Kids' TV""]",,
The Siege of Jadotville,Netflix,Movie,2016-10-07,2016.0,"['Action & Adventure', 'Dramas', 'International Movies']",108,
LEGO Jurassic World: The Indominus Escape,Netflix,Movie,2016-10-04,2016.0,"['Children & Family Movies', 'Comedies']",25,
Be with Me,Netflix,TV Show,2016-10-01,2015.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
Be with You,Netflix,TV Show,2016-10-01,2015.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
Bombshell,Netflix,Movie,2016-10-01,2016.0,['Dramas'],86,
Chatô: The King of Brazil,Netflix,Movie,2016-10-01,2015.0,"['Dramas', 'International Movies']",105,
Fall in Love with Me,Netflix,TV Show,2016-10-01,2014.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Harud,Netflix,Movie,2016-10-01,2010.0,"['Dramas', 'International Movies']",100,
Love Cheque Charge,Netflix,TV Show,2016-10-01,2014.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Masha's Spooky Stories,Netflix,TV Show,2016-10-01,2012.0,"[""Kids' TV""]",,
Much Ado About Nothing,Netflix,Movie,2016-10-01,2016.0,"['Dramas', 'Independent Movies', 'International Movies']",96,
Murphy's Law of Love,Netflix,TV Show,2016-10-01,2015.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
My Big Night,Netflix,Movie,2016-10-01,2015.0,"['Comedies', 'International Movies', 'Music & Musicals']",97,
My Little Pony Equestria Girls: Legend of Everfree,Netflix,Movie,2016-10-01,2016.0,"['Children & Family Movies', 'Comedies']",73,
Old Money,Netflix,TV Show,2016-10-01,2015.0,"['International TV Shows', 'TV Comedies', 'TV Dramas']",,
Pac's Scary Halloween,Netflix,Movie,2016-10-01,2016.0,['Movies'],44,
Riphagen - The Untouchable,Netflix,Movie,2016-10-01,2016.0,"['Dramas', 'International Movies']",132,
Someone Like You,Netflix,TV Show,2016-10-01,2015.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
Umrika,Netflix,Movie,2016-10-01,2015.0,"['Dramas', 'Independent Movies', 'International Movies']",96,
Unchained: The Untold Story of Freestyle Motocross,Netflix,Movie,2016-10-01,2016.0,"['Documentaries', 'Sports Movies']",92,
Welcome Mr. President,Netflix,Movie,2016-10-01,2013.0,"['Comedies', 'International Movies']",99,
When I See You Again,Netflix,TV Show,2016-10-01,2015.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Amanda Knox,Netflix,Movie,2016-09-30,2016.0,['Documentaries'],92,
Audrie & Daisy,Netflix,Movie,2016-09-23,2016.0,['Documentaries'],99,
Iliza Shlesinger: Confirmed Kills,Netflix,Movie,2016-09-23,2016.0,['Stand-Up Comedy'],78,
VeggieTales in the House,Netflix,TV Show,2016-09-23,2016.0,"[""Kids' TV""]",,4
"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",Netflix,Movie,2016-09-19,2016.0,['Stand-Up Comedy'],65,
"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Netflix,Movie,2016-09-19,2016.0,['Stand-Up Comedy'],65,
"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Netflix,Movie,2016-09-19,2016.0,['Stand-Up Comedy'],69,
"Rafał Banaś, Michał Leja Laugh out Loud",Netflix,Movie,2016-09-19,2016.0,['Stand-Up Comedy'],64,
The Best of Rafał Rutkowski Olka Szczęśniak,Netflix,Movie,2016-09-19,2016.0,['Stand-Up Comedy'],63,
"Tomasz Jachimek, Jacek Stramik Laugh at Live",Netflix,Movie,2016-09-19,2016.0,['Stand-Up Comedy'],63,
ARQ,Netflix,Movie,2016-09-16,2016.0,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']",89,
Cedric the Entertainer: Live from the Ville,Netflix,Movie,2016-09-16,2016.0,['Stand-Up Comedy'],60,
Louis C.K.: Hilarious,Netflix,Movie,2016-09-16,2010.0,['Movies'],84,
The White Helmets,Netflix,Movie,2016-09-16,2016.0,['Documentaries'],41,
Sample This,Netflix,Movie,2016-09-15,2012.0,"['Documentaries', 'Music & Musicals']",83,
Extremis,Netflix,Movie,2016-09-13,2016.0,['Documentaries'],25,
Jandino: Whatever it Takes,Netflix,Movie,2016-09-09,2016.0,['Stand-Up Comedy'],94,
Chef's Table: France,Netflix,TV Show,2016-09-02,2016.0,['Docuseries'],,
Kulipari: An Army of Frogs,Netflix,TV Show,2016-09-02,2016.0,"[""Kids' TV""]",,
Conspiracy,both,TV Show,2016-09-01,2015.0,"['British TV Shows', 'Docuseries']",90,
Dead Set,Netflix,TV Show,2016-09-01,2008.0,"['British TV Shows', 'TV Horror', 'TV Thrillers']",,
Forensic Files,Netflix,TV Show,2016-09-01,2011.0,"['Crime TV Shows', 'Docuseries', 'Science & Nature TV']",,9
Saudi Arabia Uncovered,Netflix,Movie,2016-09-01,2016.0,['Documentaries'],52,
The Fierce Wife,Netflix,TV Show,2016-09-01,2010.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
Witches: A Century of Murder,Netflix,TV Show,2016-09-01,2015.0,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",,
Glitter Force,Netflix,TV Show,2016-08-26,2016.0,"['Anime Series', ""Kids' TV""]",,2
Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Netflix,Movie,2016-08-26,2016.0,['Stand-Up Comedy'],75,
XOXO,Netflix,Movie,2016-08-26,2016.0,"['Dramas', 'Music & Musicals']",92,
I'll Sleep When I'm Dead,Netflix,Movie,2016-08-19,2016.0,"['Documentaries', 'Music & Musicals']",80,
Behind Enemy Lines,Netflix,TV Show,2016-08-15,2001.0,"['British TV Shows', 'Docuseries']",,
Caught on Camera,Netflix,TV Show,2016-08-15,2015.0,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",,3
Louis C.K.: Live at the Comedy Store,Netflix,Movie,2016-08-15,2015.0,['Movies'],66,
Real Crime: Supermarket Heist (Tesco Bomber),Netflix,Movie,2016-08-15,2010.0,['Documentaries'],46,
Jim Gaffigan: Beyond the Pale,Netflix,Movie,2016-08-11,2005.0,['Stand-Up Comedy'],72,
Jim Gaffigan: King Baby,Netflix,Movie,2016-08-11,2009.0,['Stand-Up Comedy'],71,
Jim Gaffigan: Mr. Universe,Netflix,Movie,2016-08-11,2012.0,['Stand-Up Comedy'],77,
Jim Gaffigan: Obsessed,Netflix,Movie,2016-08-11,2014.0,['Stand-Up Comedy'],70,
David Cross: Making America Great Again!,Netflix,Movie,2016-08-05,2016.0,['Stand-Up Comedy'],73,
Lavell Crawford: Can a Brother Get Some Love?,Netflix,Movie,2016-08-02,2011.0,['Stand-Up Comedy'],81,
Children of God,Netflix,Movie,2016-08-01,1994.0,['Documentaries'],63,
Cocaine,Netflix,TV Show,2016-08-01,2005.0,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",,
Edge of the Universe,Netflix,TV Show,2016-08-01,2008.0,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",,
Interview with a Serial Killer,Netflix,Movie,2016-08-01,2008.0,['Documentaries'],45,
La Esclava Blanca,Netflix,TV Show,2016-08-01,2016.0,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",,
Real Crime: Diamond Geezers,Netflix,Movie,2016-08-01,2008.0,['Documentaries'],46,
LEGO Bionicle: The Journey to One,Netflix,TV Show,2016-07-29,2016.0,"[""Kids' TV""]",,2
Tallulah,Netflix,Movie,2016-07-29,2016.0,"['Dramas', 'Independent Movies']",112,
Popples,Netflix,TV Show,2016-07-24,2016.0,"[""Kids' TV""]",,3
Rebirth,both,Movie,2016-07-15,2016.0,"['Dramas', 'Thrillers']",101,
Tony Robbins: I Am Not Your Guru,Netflix,Movie,2016-07-15,2016.0,['Documentaries'],117,
Gridlocked,Netflix,Movie,2016-07-14,2015.0,['Action & Adventure'],114,
Brahman Naman,Netflix,Movie,2016-07-06,2016.0,"['Comedies', 'Independent Movies', 'International Movies']",96,
Kuromukuro,Netflix,TV Show,2016-07-04,2016.0,"['Anime Series', 'International TV Shows']",,2
Jim Jefferies: Freedumb,Netflix,Movie,2016-07-01,2016.0,['Stand-Up Comedy'],87,
Marco Polo,Netflix,TV Show,2016-07-01,2016.0,"['TV Action & Adventure', 'TV Dramas']",,2
X: Past Is Present,Netflix,Movie,2016-07-01,2015.0,"['Dramas', 'Independent Movies', 'International Movies']",105,
Justin Time GO!,Netflix,TV Show,2016-06-24,2016.0,"[""Kids' TV""]",,
Sofía Niño de Rivera: Exposed,Netflix,Movie,2016-06-24,2016.0,['Stand-Up Comedy'],80,
The Fundamentals of Caring,Netflix,Movie,2016-06-24,2016.0,"['Comedies', 'Dramas', 'Independent Movies']",97,
Ip Man 3,Netflix,Movie,2016-06-18,2015.0,"['Action & Adventure', 'Dramas', 'International Movies']",105,
Bo Burnham: Make Happy,Netflix,Movie,2016-06-03,2016.0,"['Music & Musicals', 'Stand-Up Comedy']",60,
Hibana: Spark,Netflix,TV Show,2016-06-02,2016.0,"['International TV Shows', 'TV Dramas']",,
72 Cutest Animals,Netflix,TV Show,2016-06-01,2016.0,"['Docuseries', 'International TV Shows', 'Science & Nature TV']",,
72 Dangerous Places to Live,Netflix,TV Show,2016-06-01,2016.0,"['Docuseries', 'International TV Shows', 'Science & Nature TV']",,
The Do-Over,Netflix,Movie,2016-05-27,2016.0,"['Action & Adventure', 'Comedies']",109,
Ali Wong: Baby Cobra,Netflix,Movie,2016-05-06,2016.0,['Stand-Up Comedy'],60,
Special Correspondents,Netflix,Movie,2016-04-29,2016.0,['Comedies'],101,
Team Foxcatcher,Netflix,Movie,2016-04-29,2016.0,"['Documentaries', 'Sports Movies']",91,
Patton Oswalt: Talking for Clapping,Netflix,Movie,2016-04-22,2016.0,['Stand-Up Comedy'],66,
Belgica,Netflix,Movie,2016-04-15,2016.0,"['Dramas', 'International Movies']",127,
Hush,Netflix,Movie,2016-04-08,2016.0,"['Horror Movies', 'Thrillers']",82,
Cyborg 009 VS Devilman,Netflix,TV Show,2016-04-01,2015.0,"['Anime Series', 'International TV Shows']",,
Frank and Cindy,Netflix,Movie,2016-04-01,2007.0,"['Documentaries', 'Music & Musicals']",70,
Justin Time,Netflix,TV Show,2016-04-01,2012.0,"[""Kids' TV""]",,2
Terrace House: Boys & Girls in the City,Netflix,TV Show,2016-04-01,2016.0,"['International TV Shows', 'Reality TV']",,2
Kung Fu Panda: Secrets of the Scroll,Netflix,Movie,2016-03-25,2016.0,"['Children & Family Movies', 'Comedies']",23,
He Never Died,Netflix,Movie,2016-03-18,2015.0,"['Comedies', 'Horror Movies']",97,
Jimmy Carr: Funny Business,Netflix,Movie,2016-03-18,2016.0,['Stand-Up Comedy'],62,
My Beautiful Broken Brain,Netflix,Movie,2016-03-18,2016.0,"['Documentaries', 'International Movies']",84,
Pee-wee's Big Holiday,Netflix,Movie,2016-03-18,2016.0,"['Children & Family Movies', 'Comedies', 'Cult Movies']",90,
Netflix Presents: The Characters,Netflix,TV Show,2016-03-11,2016.0,['TV Comedies'],,
Your lie in April,Netflix,TV Show,2016-03-01,2014.0,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Netflix,Movie,2016-02-26,2016.0,"['Action & Adventure', 'Romantic Movies']",101,
Marvel Super Hero Adventures: Frost Fight!,Netflix,Movie,2016-02-24,2015.0,"['Children & Family Movies', 'Sci-Fi & Fantasy']",74,
Cooked,Netflix,TV Show,2016-02-19,2016.0,['Docuseries'],,
Care Bears & Cousins,Netflix,TV Show,2016-02-05,2016.0,"[""Kids' TV""]",,2
Hannibal Buress: Comedy Camisado,Netflix,Movie,2016-02-05,2016.0,['Stand-Up Comedy'],68,
Turbo FAST,Netflix,TV Show,2016-02-05,2016.0,"[""Kids' TV""]",,3
Masha's Tales,Netflix,TV Show,2016-02-01,2012.0,"[""Kids' TV""]",,
Chelsea Does,Netflix,TV Show,2016-01-23,2016.0,"['Docuseries', 'Science & Nature TV']",,
Ricardo O'Farrill Abrazo Genial,Netflix,Movie,2016-01-22,2016.0,['Stand-Up Comedy'],92,
Ip Man,both,Movie,2016-01-15,2008.0,"['Action & Adventure', 'Dramas', 'International Movies']",107,
Ip Man 2,Netflix,Movie,2016-01-15,2010.0,"['Action & Adventure', 'International Movies']",108,
Tom Segura: Mostly Stories,Netflix,Movie,2016-01-08,2016.0,['Stand-Up Comedy'],74,
Marco Polo: One Hundred Eyes,Netflix,Movie,2015-12-26,2015.0,['Movies'],29,
Sammy & Co,Netflix,TV Show,2015-12-25,2014.0,"[""Kids' TV"", 'TV Comedies']",,
Mike Epps: Don't Take It Personal,Netflix,Movie,2015-12-18,2015.0,['Stand-Up Comedy'],60,
The Ridiculous 6,Netflix,Movie,2015-12-11,2015.0,"['Action & Adventure', 'Comedies']",120,
"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",Netflix,Movie,2015-12-09,2015.0,"['Comedies', 'International Movies']",74,
A Very Murray Christmas,Netflix,Movie,2015-12-04,2015.0,"['Comedies', 'Music & Musicals']",57,
Atelier,Netflix,TV Show,2015-12-01,2015.0,"['International TV Shows', 'TV Dramas']",,
Naomi and Ely's No Kiss List,Netflix,Movie,2015-11-18,2015.0,"['Comedies', 'Dramas', 'LGBTQ Movies']",91,
John Mulaney: The Comeback Kid,Netflix,Movie,2015-11-13,2015.0,['Stand-Up Comedy'],62,
W/ Bob & David,Netflix,TV Show,2015-11-13,2015.0,['TV Comedies'],,
Manson Family Vacation,Netflix,Movie,2015-10-27,2015.0,"['Comedies', 'Dramas', 'Independent Movies']",85,
Walt Disney Animation Studios Short Films Collection,Netflix,Movie,2015-10-25,2015.0,['Children & Family Movies'],90,
Hemlock Grove,Netflix,TV Show,2015-10-23,2015.0,"['TV Horror', 'TV Mysteries', 'TV Thrillers']",,3
Results,both,Movie,2015-10-22,2015.0,"['Comedies', 'Independent Movies']",105,
Anthony Jeselnik: Thoughts and Prayers,Netflix,Movie,2015-10-16,2015.0,['Stand-Up Comedy'],59,
Beasts of No Nation,Netflix,Movie,2015-10-16,2015.0,"['Dramas', 'Independent Movies']",137,
Circle,both,Movie,2015-10-16,2015.0,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']",86,
Winter on Fire: Ukraine's Fight for Freedom,Netflix,Movie,2015-10-09,2015.0,"['Documentaries', 'International Movies']",99,
Anjelah Johnson: Not Fancy,Netflix,Movie,2015-10-02,2015.0,['Stand-Up Comedy'],64,
Wakfu: The Quest for the Six Eliatrope Dofus,Netflix,TV Show,2015-10-01,2014.0,"[""Kids' TV""]",,
Keith Richards: Under the Influence,Netflix,Movie,2015-09-18,2015.0,"['Documentaries', 'Music & Musicals']",82,
Cowspiracy: The Sustainability Secret,Netflix,Movie,2015-09-15,2014.0,['Documentaries'],90,
6 Years,Netflix,Movie,2015-09-08,2015.0,"['Dramas', 'Independent Movies', 'Romantic Movies']",80,
Demetri Martin: Live (At the Time),Netflix,Movie,2015-08-14,2015.0,['Stand-Up Comedy'],62,
Wet Hot American Summer,Netflix,TV Show,2015-07-31,2015.0,['TV Comedies'],,
Tig,Netflix,Movie,2015-07-17,2015.0,"['Documentaries', 'Stand-Up Comedy']",92,
H2O: Mermaid Adventures,Netflix,TV Show,2015-07-15,2015.0,"[""Kids' TV""]",,2
Creep,Netflix,Movie,2015-07-14,2014.0,"['Horror Movies', 'Independent Movies', 'Thrillers']",78,
Chris Tucker Live,Netflix,Movie,2015-07-10,2015.0,['Stand-Up Comedy'],92,
Ralphie May: Imperfectly Yours,Netflix,Movie,2015-06-29,2015.0,['Stand-Up Comedy'],69,
"What Happened, Miss Simone?",Netflix,Movie,2015-06-26,2015.0,"['Documentaries', 'Music & Musicals']",103,
Advantageous,Netflix,Movie,2015-06-23,2015.0,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']",92,
Danger Mouse: Classic Collection,Netflix,TV Show,2015-06-15,1992.0,"['British TV Shows', ""Kids' TV"", 'TV Comedies']",,10
The Perfect Dictatorship,Netflix,Movie,2015-06-01,2014.0,"['Comedies', 'Dramas', 'International Movies']",143,
Hot Girls Wanted,Netflix,Movie,2015-05-29,2015.0,['Documentaries'],83,
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Netflix,Movie,2015-05-22,2015.0,['Stand-Up Comedy'],78,
The Other One: The Long Strange Trip of Bob Weir,Netflix,Movie,2015-05-22,2015.0,"['Documentaries', 'Music & Musicals']",84,
Chris D'Elia: Incorrigible,Netflix,Movie,2015-04-17,2015.0,['Stand-Up Comedy'],84,
Oscar's Oasis,Netflix,TV Show,2015-03-15,2011.0,"[""Kids' TV""]",,
Aziz Ansari Live at Madison Square Garden,Netflix,Movie,2015-03-06,2015.0,['Stand-Up Comedy'],58,
My Own Man,Netflix,Movie,2015-03-06,2015.0,['Documentaries'],82,
Ralphie May: Unruly,Netflix,Movie,2015-02-27,2015.0,['Stand-Up Comedy'],83,
Virunga: Gorillas in Peril,Netflix,Movie,2015-02-13,2015.0,['Documentaries'],29,
Iliza Shlesinger: Freezing Hot,Netflix,Movie,2015-01-23,2015.0,['Stand-Up Comedy'],72,
BoJack Horseman Christmas Special: Sabrina's Christmas Wish,Netflix,Movie,2014-12-19,2014.0,['Movies'],26,
Bill Burr: I'm Sorry You Feel That Way,Netflix,Movie,2014-12-05,2014.0,['Stand-Up Comedy'],81,
Lilyhammer,Netflix,TV Show,2014-11-21,2014.0,"['Crime TV Shows', 'TV Comedies', 'TV Dramas']",,3
Goosebumps,Netflix,TV Show,2014-11-19,1998.0,"[""Kids' TV"", 'TV Thrillers']",,5
Chelsea Peretti: One of the Greats,Netflix,Movie,2014-11-14,2014.0,['Stand-Up Comedy'],75,
Virunga,Netflix,Movie,2014-11-07,2014.0,"['Documentaries', 'International Movies']",100,
E-Team,Netflix,Movie,2014-10-24,2014.0,['Documentaries'],90,
Wyatt Cenac: Brooklyn,Netflix,Movie,2014-10-21,2014.0,['Stand-Up Comedy'],68,
Chelsea Handler: Uganda Be Kidding Me Live,Netflix,Movie,2014-10-10,2014.0,['Stand-Up Comedy'],71,
Print the Legend,Netflix,Movie,2014-09-26,2014.0,['Documentaries'],100,
Mission Blue,Netflix,Movie,2014-08-15,2014.0,['Documentaries'],94,
The Battered Bastards of Baseball,Netflix,Movie,2014-07-11,2014.0,"['Documentaries', 'Sports Movies']",80,
From One Second to the Next,Netflix,Movie,2014-04-15,2013.0,['Documentaries'],35,
The Borgias,Netflix,TV Show,2014-02-01,2013.0,['TV Dramas'],,3
Mitt,Netflix,Movie,2014-01-24,2014.0,['Documentaries'],93,
The Square,Netflix,Movie,2014-01-17,2013.0,"['Documentaries', 'International Movies']",105,
Shrek the Musical,Netflix,Movie,2013-12-29,2013.0,"['Children & Family Movies', 'Comedies', 'Music & Musicals']",130,
The Short Game,Netflix,Movie,2013-12-12,2013.0,"['Children & Family Movies', 'Documentaries', 'Sports Movies']",100,
Aziz Ansari: Buried Alive,Netflix,Movie,2013-11-01,2013.0,['Stand-Up Comedy'],80,
The 4400,Netflix,TV Show,2013-09-01,2007.0,"['TV Dramas', 'TV Mysteries', 'TV Sci-Fi & Fantasy']",,4
Breaking Bad,Netflix,TV Show,2013-08-02,2013.0,"['Crime TV Shows', 'TV Dramas', 'TV Thrillers']",,5
Being Elmo: A Puppeteer's Journey,Netflix,Movie,2012-02-21,2011.0,['Documentaries'],76,
A Stoning in Fulham County,Netflix,Movie,2011-10-01,1988.0,['Dramas'],95,
Adam: His Song Continues,Netflix,Movie,2011-10-01,1986.0,['Dramas'],96,
Hard Lessons,Netflix,Movie,2011-10-01,1986.0,['Dramas'],94,
In Defense of a Married Man,Netflix,Movie,2011-10-01,1990.0,['Dramas'],94,
Quiet Victory: The Charlie Wedemeyer Story,Netflix,Movie,2011-10-01,1988.0,"['Dramas', 'Sports Movies']",93,
Strange Voices,Netflix,Movie,2011-10-01,1987.0,['Dramas'],96,
The Ryan White Story,Netflix,Movie,2011-10-01,1989.0,['Dramas'],94,
Too Young the Hero,Netflix,Movie,2011-10-01,1988.0,['Dramas'],94,
Triumph of the Heart,Netflix,Movie,2011-10-01,1991.0,"['Dramas', 'Sports Movies']",93,
Unspeakable Acts,Netflix,Movie,2011-10-01,1990.0,['Dramas'],95,
Victim of Beauty,Netflix,Movie,2011-10-01,1991.0,"['Dramas', 'Thrillers']",93,
Joseph: King of Dreams,Netflix,Movie,2011-09-27,2000.0,"['Children & Family Movies', 'Dramas', 'Faith & Spirituality']",75,
Even the Rain,Netflix,Movie,2011-05-17,2010.0,"['Dramas', 'International Movies']",103,
Splatter,Netflix,Movie,2009-11-18,2009.0,['Horror Movies'],29,
Just Another Love Story,Netflix,Movie,2009-05-05,2007.0,"['Dramas', 'International Movies']",104,
To and From New York,Netflix,Movie,2008-01-01,2006.0,"['Dramas', 'Independent Movies', 'Thrillers']",81,
9,Netflix,Movie,2017-11-16,2009.0,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']",80,
21,both,Movie,2020-01-01,2008.0,['Dramas'],123,
187,Netflix,Movie,2019-11-01,1997.0,['Dramas'],119,
706,Netflix,Movie,2019-04-01,2019.0,"['Horror Movies', 'International Movies']",118,
1920,Netflix,Movie,2017-12-15,2008.0,"['Horror Movies', 'International Movies', 'Thrillers']",143,
Oct-01,Netflix,Movie,2019-09-01,2014.0,"['Dramas', 'International Movies', 'Thrillers']",149,
Feb-09,Netflix,TV Show,2019-03-20,2018.0,"['International TV Shows', 'TV Dramas']",,
22-Jul,Netflix,Movie,2018-10-10,2018.0,"['Dramas', 'Thrillers']",144,
15-Aug,Netflix,Movie,2019-03-29,2019.0,"['Comedies', 'Dramas', 'Independent Movies']",124,
'89,Netflix,Movie,2018-05-16,2017.0,['Sports Movies'],87,
​Goli Soda 2,Netflix,Movie,2018-09-15,2018.0,"['Action & Adventure', 'Dramas', 'International Movies']",128,
​Maj Rati ​​Keteki,Netflix,Movie,2018-09-15,2017.0,"['Dramas', 'International Movies']",117,
​Mayurakshi,Netflix,Movie,2018-09-15,2017.0,"['Dramas', 'International Movies']",100,
(T)ERROR,Netflix,Movie,2016-06-30,2015.0,['Documentaries'],84,
#cats_the_mewvie,Netflix,Movie,2020-02-05,2020.0,"['Documentaries', 'International Movies']",90,
#Roxy,Netflix,Movie,2019-04-10,2018.0,"['Comedies', 'Romantic Movies']",105,
แผนร้ายนายเจ้าเล่ห์,Netflix,TV Show,2019-03-30,2016.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
